ID_Producto,Nombre,Categoría,Subcategoría,Marca,Precio_MXN,Stock,Calificación
PROD-04136,Muñecas BrandD Modelo 84,Juguetes,Muñecas,BrandD,1172.16,3,4.2
PROD-04137,Cabello BrandD Modelo 12,Belleza y Cuidado Personal,Cabello,BrandD,1031.46,81,3.5
PROD-04138,No Ficción BrandB Modelo 90,Libros,No Ficción,BrandB,627.13,250,4.4
PROD-04139,Biografías BrandD Modelo 80,Libros,Biografías,BrandD,814.36,244,3.4
PROD-04140,Laptops BrandC Modelo 21,Electrónica,Laptops,BrandC,145.18,326,3.6
PROD-04141,Utensilios Essentials Modelo 19,Hogar y Cocina,Utensilios,Essentials,347.16,230,3.7
PROD-04142,Ficción BrandF Modelo 80,Libros,Ficción,BrandF,927.73,142,4.6
PROD-04143,Ficción BrandB Modelo 73,Libros,Ficción,BrandB,592.43,309,3.6
PROD-04144,Muebles BrandC Modelo 87,Hogar y Cocina,Muebles,BrandC,826.72,0,3.6
PROD-04145,Ficción BrandD Modelo 87,Libros,Ficción,BrandD,404.78,304,4.2
PROD-04146,Accesorios BrandC Modelo 22,Electrónica,Accesorios,BrandC,534.88,178,4.4
PROD-04147,Radiocontrol BrandD Modelo 96,Juguetes,Radiocontrol,BrandD,756.54,101,4.5
PROD-04148,Biografías PremiumCorp Modelo 59,Libros,Biografías,PremiumCorp,379.31,229,4.7
PROD-04149,No Ficción PremiumCorp Modelo 82,Libros,No Ficción,PremiumCorp,1266.76,330,4.1
PROD-04150,Pantalones EcoLine Modelo 50,Ropa y Calzado,Pantalones,EcoLine,558.34,44,4.8
PROD-04151,Accesorios Auto BrandD Modelo 28,Automotriz,Accesorios Auto,BrandD,1445.23,138,4.0
PROD-04152,No Ficción EcoLine Modelo 75,Libros,No Ficción,EcoLine,634.81,102,3.8
PROD-04153,Perfumes Essentials Modelo 62,Belleza y Cuidado Personal,Perfumes,Essentials,1016.4,295,4.2
PROD-04154,Running BrandF Modelo 98,Deportes,Running,BrandF,1378.79,95,3.1
PROD-04155,Ciclismo BrandB Modelo 59,Deportes,Ciclismo,BrandB,501.74,5,3.6
PROD-04156,Ciclismo BrandB Modelo 73,Deportes,Ciclismo,BrandB,441.28,349,3.5
PROD-04157,Limpieza Essentials Modelo 30,Automotriz,Limpieza,Essentials,18.4,149,3.5
PROD-04158,Ciencia BrandB Modelo 26,Libros,Ciencia,BrandB,217.92,316,4.4
PROD-04159,Running BrandC Modelo 83,Deportes,Running,BrandC,1157.14,188,3.9
PROD-04160,Juegos de Mesa EcoLine Modelo 10,Juguetes,Juegos de Mesa,EcoLine,845.44,67,4.9
PROD-04161,Chaqueta BrandD Modelo 35,Ropa y Calzado,Chaqueta,BrandD,86.21,245,4.1
PROD-04162,Audio Essentials Modelo 89,Electrónica,Audio,Essentials,1174.32,70,3.2
PROD-04163,Juegos de Mesa BrandA Modelo 25,Juguetes,Juegos de Mesa,BrandA,169.34,271,4.3
PROD-04164,Biografías Essentials Modelo 74,Libros,Biografías,Essentials,1319.7,159,4.3
PROD-04165,Bloques BrandB Modelo 79,Juguetes,Bloques,BrandB,302.86,111,4.2
PROD-04166,Pantalones BrandD Modelo 61,Ropa y Calzado,Pantalones,BrandD,1417.91,58,4.2
PROD-04167,Herramientas BrandC Modelo 48,Automotriz,Herramientas,BrandC,1343.91,135,3.8
PROD-04168,Accesorios Auto BrandB Modelo 19,Automotriz,Accesorios Auto,BrandB,748.33,102,3.8
PROD-04169,No Ficción BrandD Modelo 16,Libros,No Ficción,BrandD,167.83,280,4.7
PROD-04170,Camping BrandC Modelo 64,Deportes,Camping,BrandC,238.06,53,3.3
PROD-04171,Decoración BrandD Modelo 83,Hogar y Cocina,Decoración,BrandD,214.77,59,3.4
PROD-04172,Juegos de Mesa BrandE Modelo 11,Juguetes,Juegos de Mesa,BrandE,1256.7,121,3.8
PROD-04173,Running BrandF Modelo 99,Deportes,Running,BrandF,650.9,198,3.0
PROD-04174,Zapatos BrandD Modelo 18,Ropa y Calzado,Zapatos,BrandD,768.85,0,3.4
PROD-04175,Limpieza BrandC Modelo 48,Automotriz,Limpieza,BrandC,427.89,238,3.1
PROD-04176,Biografías BrandE Modelo 91,Libros,Biografías,BrandE,363.19,181,3.1
PROD-04177,Muebles BrandB Modelo 16,Hogar y Cocina,Muebles,BrandB,225.21,120,4.0
PROD-04178,Camisas BrandF Modelo 71,Ropa y Calzado,Camisas,BrandF,1314.52,48,4.0
PROD-04179,Camping BrandC Modelo 51,Deportes,Camping,BrandC,1258.81,24,3.3
PROD-04180,Perfumes BrandA Modelo 62,Belleza y Cuidado Personal,Perfumes,BrandA,1413.29,261,4.0
PROD-04181,Skincare BrandD Modelo 23,Belleza y Cuidado Personal,Skincare,BrandD,1035.51,112,3.7
PROD-04182,Zapatos BrandB Modelo 40,Ropa y Calzado,Zapatos,BrandB,1442.98,258,4.9
PROD-04183,Accesorios Auto BrandF Modelo 14,Automotriz,Accesorios Auto,BrandF,1088.06,257,3.4
PROD-04184,Teléfonos BrandB Modelo 53,Electrónica,Teléfonos,BrandB,904.07,8,4.0
PROD-04185,Zapatos PremiumCorp Modelo 79,Ropa y Calzado,Zapatos,PremiumCorp,244.08,337,3.1
PROD-04186,Laptops BrandF Modelo 85,Electrónica,Laptops,BrandF,474.14,304,4.1
PROD-04187,No Ficción BrandA Modelo 27,Libros,No Ficción,BrandA,1379.47,349,5.0
PROD-04188,Accesorios Auto BrandB Modelo 84,Automotriz,Accesorios Auto,BrandB,523.36,179,4.2
PROD-04189,Perfumes EcoLine Modelo 45,Belleza y Cuidado Personal,Perfumes,EcoLine,805.33,194,3.8
PROD-04190,Biografías BrandF Modelo 31,Libros,Biografías,BrandF,1476.84,125,4.3
PROD-04191,Limpieza BrandA Modelo 65,Automotriz,Limpieza,BrandA,680.28,9,4.3
PROD-04192,Gimnasio Essentials Modelo 40,Deportes,Gimnasio,Essentials,229.28,125,4.2
PROD-04193,Pantalones EcoLine Modelo 72,Ropa y Calzado,Pantalones,EcoLine,986.46,93,3.7
PROD-04194,Utensilios BrandE Modelo 36,Hogar y Cocina,Utensilios,BrandE,193.57,154,3.5
PROD-04195,Laptops BrandE Modelo 45,Electrónica,Laptops,BrandE,694.3,15,4.5
PROD-04196,Camping BrandF Modelo 41,Deportes,Camping,BrandF,1342.02,289,4.4
PROD-04197,Juegos de Mesa BrandB Modelo 11,Juguetes,Juegos de Mesa,BrandB,351.27,143,4.3
PROD-04198,Accesorios Auto Essentials Modelo 23,Automotriz,Accesorios Auto,Essentials,1423.18,87,4.5
PROD-04199,Chaqueta BrandE Modelo 65,Ropa y Calzado,Chaqueta,BrandE,218.35,217,4.3
PROD-04200,Maquillaje EcoLine Modelo 85,Belleza y Cuidado Personal,Maquillaje,EcoLine,910.63,256,3.3
PROD-04201,Camping BrandA Modelo 37,Deportes,Camping,BrandA,59.41,70,3.7
PROD-04202,Ficción BrandF Modelo 68,Libros,Ficción,BrandF,793.2,104,3.0
PROD-04203,Gimnasio BrandD Modelo 92,Deportes,Gimnasio,BrandD,55.95,64,4.0
PROD-04204,Electrodomésticos EcoLine Modelo 18,Hogar y Cocina,Electrodomésticos,EcoLine,1156.36,33,4.1
PROD-04205,Perfumes BrandD Modelo 61,Belleza y Cuidado Personal,Perfumes,BrandD,1460.09,42,3.8
PROD-04206,Juegos de Mesa BrandF Modelo 21,Juguetes,Juegos de Mesa,BrandF,236.8,222,4.0
PROD-04207,Muebles BrandD Modelo 67,Hogar y Cocina,Muebles,BrandD,888.63,7,4.7
PROD-04208,Accesorios BrandA Modelo 94,Electrónica,Accesorios,BrandA,885.2,140,4.4
PROD-04209,Bloques PremiumCorp Modelo 37,Juguetes,Bloques,PremiumCorp,706.39,41,4.2
PROD-04210,Limpieza EcoLine Modelo 65,Automotriz,Limpieza,EcoLine,634.41,25,4.3
PROD-04211,Camisas BrandF Modelo 22,Ropa y Calzado,Camisas,BrandF,924.78,36,3.2
PROD-04212,Limpieza BrandD Modelo 62,Automotriz,Limpieza,BrandD,730.77,202,4.1
PROD-04213,Bloques EcoLine Modelo 48,Juguetes,Bloques,EcoLine,1179.06,207,4.9
PROD-04214,Muñecas BrandD Modelo 44,Juguetes,Muñecas,BrandD,395.33,111,3.3
PROD-04215,Chaqueta BrandD Modelo 86,Ropa y Calzado,Chaqueta,BrandD,1149.25,298,4.1
PROD-04216,Skincare EcoLine Modelo 51,Belleza y Cuidado Personal,Skincare,EcoLine,1144.82,243,3.0
PROD-04217,No Ficción BrandA Modelo 31,Libros,No Ficción,BrandA,174.22,70,3.3
PROD-04218,Limpieza BrandC Modelo 63,Automotriz,Limpieza,BrandC,143.8,244,4.8
PROD-04219,Maquillaje BrandF Modelo 75,Belleza y Cuidado Personal,Maquillaje,BrandF,148.99,10,5.0
PROD-04220,Camisas BrandE Modelo 71,Ropa y Calzado,Camisas,BrandE,607.57,100,4.9
PROD-04221,Teléfonos BrandC Modelo 76,Electrónica,Teléfonos,BrandC,50.87,172,4.7
PROD-04222,Herramientas BrandB Modelo 64,Automotriz,Herramientas,BrandB,371.68,151,3.9
PROD-04223,Bloques BrandE Modelo 13,Juguetes,Bloques,BrandE,1380.26,89,3.5
PROD-04224,Cabello BrandF Modelo 31,Belleza y Cuidado Personal,Cabello,BrandF,451.26,294,3.9
PROD-04225,Cabello BrandE Modelo 12,Belleza y Cuidado Personal,Cabello,BrandE,920.53,144,3.7
PROD-04226,Accesorios BrandE Modelo 43,Electrónica,Accesorios,BrandE,305.79,315,3.3
PROD-04227,Chaqueta PremiumCorp Modelo 15,Ropa y Calzado,Chaqueta,PremiumCorp,1492.13,98,4.7
PROD-04228,Ciclismo BrandA Modelo 38,Deportes,Ciclismo,BrandA,857.42,153,3.8
PROD-04229,Accesorios Auto BrandB Modelo 45,Automotriz,Accesorios Auto,BrandB,417.53,303,4.1
PROD-04230,Juegos de Mesa BrandE Modelo 84,Juguetes,Juegos de Mesa,BrandE,66.19,192,4.4
PROD-04231,Gimnasio BrandE Modelo 11,Deportes,Gimnasio,BrandE,192.07,70,3.7
PROD-04232,Zapatos BrandA Modelo 27,Ropa y Calzado,Zapatos,BrandA,1175.95,219,4.2
PROD-04233,Audio EcoLine Modelo 12,Electrónica,Audio,EcoLine,1075.63,325,3.9
PROD-04234,Laptops BrandE Modelo 30,Electrónica,Laptops,BrandE,470.37,121,3.0
PROD-04235,Skincare Essentials Modelo 72,Belleza y Cuidado Personal,Skincare,Essentials,1176.04,182,3.5
PROD-04236,Muñecas BrandB Modelo 76,Juguetes,Muñecas,BrandB,1304.39,39,4.1
PROD-04237,Cabello PremiumCorp Modelo 36,Belleza y Cuidado Personal,Cabello,PremiumCorp,1272.19,59,3.1
PROD-04238,Juegos de Mesa BrandC Modelo 62,Juguetes,Juegos de Mesa,BrandC,1214.48,145,3.5
PROD-04239,Ciclismo BrandF Modelo 29,Deportes,Ciclismo,BrandF,570.11,207,3.9
PROD-04240,Limpieza BrandC Modelo 51,Automotriz,Limpieza,BrandC,583.06,184,3.1
PROD-04241,Limpieza BrandC Modelo 84,Automotriz,Limpieza,BrandC,299.75,331,4.9
PROD-04242,Muñecas PremiumCorp Modelo 18,Juguetes,Muñecas,PremiumCorp,1098.38,128,5.0
PROD-04243,Running PremiumCorp Modelo 39,Deportes,Running,PremiumCorp,1180.42,237,3.3
PROD-04244,Camisas PremiumCorp Modelo 99,Ropa y Calzado,Camisas,PremiumCorp,303.33,133,4.0
PROD-04245,Pantalones BrandE Modelo 13,Ropa y Calzado,Pantalones,BrandE,683.25,291,3.4
PROD-04246,Limpieza EcoLine Modelo 22,Automotriz,Limpieza,EcoLine,108.46,82,4.4
PROD-04247,Bloques BrandD Modelo 72,Juguetes,Bloques,BrandD,1135.16,161,3.4
PROD-04248,Accesorios Auto BrandE Modelo 90,Automotriz,Accesorios Auto,BrandE,765.26,29,3.2
PROD-04249,Chaqueta PremiumCorp Modelo 26,Ropa y Calzado,Chaqueta,PremiumCorp,1120.07,41,3.9
PROD-04250,Bloques BrandF Modelo 41,Juguetes,Bloques,BrandF,1126.52,212,4.6
PROD-04251,Teléfonos BrandC Modelo 98,Electrónica,Teléfonos,BrandC,1334.66,322,3.7
PROD-04252,Camisas BrandF Modelo 79,Ropa y Calzado,Camisas,BrandF,1212.61,131,4.3
PROD-04253,Chaqueta BrandC Modelo 26,Ropa y Calzado,Chaqueta,BrandC,607.83,326,3.9
PROD-04254,Radiocontrol BrandD Modelo 92,Juguetes,Radiocontrol,BrandD,70.96,154,3.5
PROD-04255,No Ficción BrandF Modelo 98,Libros,No Ficción,BrandF,85.03,49,3.3
PROD-04256,Electrodomésticos BrandC Modelo 85,Hogar y Cocina,Electrodomésticos,BrandC,173.06,321,4.3
PROD-04257,Muñecas BrandA Modelo 15,Juguetes,Muñecas,BrandA,891.02,242,3.8
PROD-04258,Teléfonos PremiumCorp Modelo 21,Electrónica,Teléfonos,PremiumCorp,1001.55,249,4.2
PROD-04259,Biografías BrandA Modelo 17,Libros,Biografías,BrandA,897.65,8,4.0
PROD-04260,Accesorios BrandC Modelo 20,Electrónica,Accesorios,BrandC,865.15,209,4.7
PROD-04261,Pantalones BrandA Modelo 81,Ropa y Calzado,Pantalones,BrandA,1320.45,125,5.0
PROD-04262,Ficción BrandD Modelo 91,Libros,Ficción,BrandD,19.79,190,4.6
PROD-04263,Audio BrandF Modelo 40,Electrónica,Audio,BrandF,829.49,257,3.5
PROD-04264,Zapatos BrandB Modelo 85,Ropa y Calzado,Zapatos,BrandB,780.99,193,4.7
PROD-04265,Pantalones BrandC Modelo 80,Ropa y Calzado,Pantalones,BrandC,1399.09,275,4.5
PROD-04266,Ficción PremiumCorp Modelo 84,Libros,Ficción,PremiumCorp,467.69,99,4.3
PROD-04267,Accesorios Auto BrandF Modelo 34,Automotriz,Accesorios Auto,BrandF,1109.34,41,4.9
PROD-04268,Chaqueta Essentials Modelo 88,Ropa y Calzado,Chaqueta,Essentials,406.85,61,4.8
PROD-04269,Ciclismo BrandF Modelo 12,Deportes,Ciclismo,BrandF,543.87,103,4.8
PROD-04270,Muebles BrandA Modelo 62,Hogar y Cocina,Muebles,BrandA,1345.3,291,4.2
PROD-04271,Skincare BrandB Modelo 51,Belleza y Cuidado Personal,Skincare,BrandB,117.29,106,4.6
PROD-04272,Accesorios BrandC Modelo 51,Electrónica,Accesorios,BrandC,178.36,332,4.1
PROD-04273,Maquillaje EcoLine Modelo 49,Belleza y Cuidado Personal,Maquillaje,EcoLine,412.6,106,3.4
PROD-04274,Maquillaje BrandB Modelo 19,Belleza y Cuidado Personal,Maquillaje,BrandB,1326.47,104,4.6
PROD-04275,Bloques BrandE Modelo 43,Juguetes,Bloques,BrandE,322.88,218,4.8
PROD-04276,Chaqueta Essentials Modelo 75,Ropa y Calzado,Chaqueta,Essentials,60.17,349,4.2
PROD-04277,Bloques BrandE Modelo 85,Juguetes,Bloques,BrandE,1488.21,181,4.3
PROD-04278,Juegos de Mesa BrandE Modelo 76,Juguetes,Juegos de Mesa,BrandE,996.0,74,3.1
PROD-04279,Electrodomésticos BrandD Modelo 21,Hogar y Cocina,Electrodomésticos,BrandD,827.34,57,4.2
PROD-04280,Camisas Essentials Modelo 25,Ropa y Calzado,Camisas,Essentials,1106.33,333,4.1
PROD-04281,Bloques EcoLine Modelo 36,Juguetes,Bloques,EcoLine,1159.68,75,3.5
PROD-04282,Chaqueta BrandD Modelo 71,Ropa y Calzado,Chaqueta,BrandD,1235.38,81,4.5
PROD-04283,Skincare BrandF Modelo 13,Belleza y Cuidado Personal,Skincare,BrandF,159.03,235,3.0
PROD-04284,Juegos de Mesa BrandC Modelo 59,Juguetes,Juegos de Mesa,BrandC,1422.82,182,4.2
PROD-04285,Perfumes BrandD Modelo 50,Belleza y Cuidado Personal,Perfumes,BrandD,1349.29,118,3.2
PROD-04286,Ficción BrandC Modelo 76,Libros,Ficción,BrandC,68.43,182,3.8
PROD-04287,Muñecas PremiumCorp Modelo 65,Juguetes,Muñecas,PremiumCorp,519.16,327,3.4
PROD-04288,Ciencia BrandB Modelo 27,Libros,Ciencia,BrandB,545.62,271,3.7
PROD-04289,Cabello BrandC Modelo 85,Belleza y Cuidado Personal,Cabello,BrandC,1249.46,34,3.2
PROD-04290,Ciclismo PremiumCorp Modelo 92,Deportes,Ciclismo,PremiumCorp,1254.96,150,3.1
PROD-04291,Chaqueta PremiumCorp Modelo 44,Ropa y Calzado,Chaqueta,PremiumCorp,439.12,108,3.2
PROD-04292,Radiocontrol BrandB Modelo 95,Juguetes,Radiocontrol,BrandB,1305.99,272,3.6
PROD-04293,Accesorios BrandD Modelo 49,Electrónica,Accesorios,BrandD,342.28,73,4.3
PROD-04294,Limpieza BrandA Modelo 25,Automotriz,Limpieza,BrandA,1496.42,199,4.5
PROD-04295,Radiocontrol PremiumCorp Modelo 44,Juguetes,Radiocontrol,PremiumCorp,297.59,317,3.6
PROD-04296,Pantalones BrandF Modelo 79,Ropa y Calzado,Pantalones,BrandF,679.63,106,3.4
PROD-04297,Ciclismo BrandD Modelo 80,Deportes,Ciclismo,BrandD,523.75,122,3.9
PROD-04298,Cabello PremiumCorp Modelo 27,Belleza y Cuidado Personal,Cabello,PremiumCorp,649.92,175,4.6
PROD-04299,No Ficción BrandD Modelo 97,Libros,No Ficción,BrandD,304.28,24,3.8
PROD-04300,Zapatos BrandC Modelo 54,Ropa y Calzado,Zapatos,BrandC,1222.18,209,4.6
PROD-04301,Herramientas BrandE Modelo 69,Automotriz,Herramientas,BrandE,1234.57,180,4.4
PROD-04302,No Ficción BrandB Modelo 44,Libros,No Ficción,BrandB,1483.71,195,4.0
PROD-04303,Ciclismo BrandB Modelo 41,Deportes,Ciclismo,BrandB,511.06,160,4.0
PROD-04304,Limpieza BrandB Modelo 46,Automotriz,Limpieza,BrandB,426.8,227,4.9
PROD-04305,Ciclismo BrandF Modelo 20,Deportes,Ciclismo,BrandF,819.54,92,4.0
PROD-04306,Accesorios Auto BrandC Modelo 42,Automotriz,Accesorios Auto,BrandC,24.89,32,4.9
PROD-04307,Juegos de Mesa BrandC Modelo 72,Juguetes,Juegos de Mesa,BrandC,857.84,338,3.4
PROD-04308,Gimnasio BrandF Modelo 28,Deportes,Gimnasio,BrandF,1132.11,278,3.2
PROD-04309,Utensilios EcoLine Modelo 97,Hogar y Cocina,Utensilios,EcoLine,1465.63,344,3.4
PROD-04310,Chaqueta BrandC Modelo 31,Ropa y Calzado,Chaqueta,BrandC,117.82,285,4.0
PROD-04311,Electrodomésticos EcoLine Modelo 86,Hogar y Cocina,Electrodomésticos,EcoLine,869.24,91,3.2
PROD-04312,Juegos de Mesa BrandE Modelo 71,Juguetes,Juegos de Mesa,BrandE,1021.99,287,3.8
PROD-04313,Gimnasio BrandB Modelo 49,Deportes,Gimnasio,BrandB,779.63,163,4.5
PROD-04314,Decoración BrandC Modelo 78,Hogar y Cocina,Decoración,BrandC,871.35,114,3.3
PROD-04315,Limpieza BrandD Modelo 21,Automotriz,Limpieza,BrandD,68.91,163,4.7
PROD-04316,Electrodomésticos BrandC Modelo 32,Hogar y Cocina,Electrodomésticos,BrandC,1146.7,225,4.8
PROD-04317,Muñecas BrandF Modelo 18,Juguetes,Muñecas,BrandF,451.32,222,4.5
PROD-04318,Radiocontrol BrandE Modelo 45,Juguetes,Radiocontrol,BrandE,1317.42,234,4.5
PROD-04319,Utensilios BrandA Modelo 13,Hogar y Cocina,Utensilios,BrandA,1398.5,70,3.6
PROD-04320,Pantalones BrandD Modelo 88,Ropa y Calzado,Pantalones,BrandD,858.59,333,3.0
PROD-04321,Radiocontrol PremiumCorp Modelo 45,Juguetes,Radiocontrol,PremiumCorp,193.78,292,3.4
PROD-04322,Skincare BrandB Modelo 58,Belleza y Cuidado Personal,Skincare,BrandB,1101.79,299,4.5
PROD-04323,Maquillaje PremiumCorp Modelo 66,Belleza y Cuidado Personal,Maquillaje,PremiumCorp,147.48,147,4.9
PROD-04324,Zapatos BrandF Modelo 64,Ropa y Calzado,Zapatos,BrandF,1397.85,317,3.2
PROD-04325,Gimnasio BrandE Modelo 38,Deportes,Gimnasio,BrandE,1335.99,67,3.8
PROD-04326,Decoración PremiumCorp Modelo 69,Hogar y Cocina,Decoración,PremiumCorp,1071.91,293,4.3
PROD-04327,Maquillaje BrandB Modelo 95,Belleza y Cuidado Personal,Maquillaje,BrandB,1130.83,108,3.8
PROD-04328,Ciclismo Essentials Modelo 61,Deportes,Ciclismo,Essentials,1078.98,304,4.9
PROD-04329,Radiocontrol PremiumCorp Modelo 55,Juguetes,Radiocontrol,PremiumCorp,7.8,170,4.6
PROD-04330,No Ficción BrandD Modelo 47,Libros,No Ficción,BrandD,1426.82,54,3.6
PROD-04331,Ciencia BrandC Modelo 88,Libros,Ciencia,BrandC,1033.94,284,3.1
PROD-04332,Ficción BrandE Modelo 12,Libros,Ficción,BrandE,581.19,276,4.0
PROD-04333,Radiocontrol BrandA Modelo 46,Juguetes,Radiocontrol,BrandA,1105.44,152,4.5
PROD-04334,Pantalones BrandE Modelo 46,Ropa y Calzado,Pantalones,BrandE,520.68,293,3.7
PROD-04335,Ciclismo PremiumCorp Modelo 75,Deportes,Ciclismo,PremiumCorp,737.63,102,4.8
PROD-04336,Cabello PremiumCorp Modelo 25,Belleza y Cuidado Personal,Cabello,PremiumCorp,570.09,230,3.0
PROD-04337,Gimnasio EcoLine Modelo 85,Deportes,Gimnasio,EcoLine,1108.38,122,4.5
PROD-04338,Bloques BrandB Modelo 71,Juguetes,Bloques,BrandB,386.86,329,4.5
PROD-04339,Accesorios EcoLine Modelo 79,Electrónica,Accesorios,EcoLine,1163.48,197,3.1
PROD-04340,Accesorios PremiumCorp Modelo 16,Electrónica,Accesorios,PremiumCorp,1193.16,278,4.1
PROD-04341,Chaqueta BrandA Modelo 77,Ropa y Calzado,Chaqueta,BrandA,1307.9,18,3.9
PROD-04342,Audio Essentials Modelo 92,Electrónica,Audio,Essentials,1400.76,234,3.7
PROD-04343,Teléfonos BrandC Modelo 33,Electrónica,Teléfonos,BrandC,356.24,151,3.8
PROD-04344,Radiocontrol BrandB Modelo 94,Juguetes,Radiocontrol,BrandB,1154.19,258,4.3
PROD-04345,Bloques BrandE Modelo 34,Juguetes,Bloques,BrandE,1046.03,145,3.6
PROD-04346,Limpieza BrandB Modelo 49,Automotriz,Limpieza,BrandB,199.5,2,4.9
PROD-04347,Limpieza BrandA Modelo 81,Automotriz,Limpieza,BrandA,594.91,341,4.3
PROD-04348,Laptops PremiumCorp Modelo 42,Electrónica,Laptops,PremiumCorp,628.49,253,5.0
PROD-04349,No Ficción BrandC Modelo 78,Libros,No Ficción,BrandC,451.31,219,3.4
PROD-04350,Gimnasio EcoLine Modelo 27,Deportes,Gimnasio,EcoLine,1006.28,290,3.6
PROD-04351,Laptops Essentials Modelo 54,Electrónica,Laptops,Essentials,1136.02,259,3.7
PROD-04352,Limpieza BrandE Modelo 71,Automotriz,Limpieza,BrandE,1279.95,289,3.1
PROD-04353,Ciencia EcoLine Modelo 45,Libros,Ciencia,EcoLine,1388.4,266,4.6
PROD-04354,Running PremiumCorp Modelo 61,Deportes,Running,PremiumCorp,938.92,23,4.5
PROD-04355,Muebles BrandA Modelo 16,Hogar y Cocina,Muebles,BrandA,243.9,183,4.5
PROD-04356,Bloques Essentials Modelo 61,Juguetes,Bloques,Essentials,1273.26,127,4.5
PROD-04357,Limpieza BrandD Modelo 13,Automotriz,Limpieza,BrandD,141.11,98,3.8
PROD-04358,Maquillaje EcoLine Modelo 29,Belleza y Cuidado Personal,Maquillaje,EcoLine,460.04,344,4.5
PROD-04359,Electrodomésticos Essentials Modelo 78,Hogar y Cocina,Electrodomésticos,Essentials,1087.33,132,3.4
PROD-04360,Accesorios Auto Essentials Modelo 41,Automotriz,Accesorios Auto,Essentials,1051.58,284,5.0
PROD-04361,Accesorios Essentials Modelo 65,Electrónica,Accesorios,Essentials,846.43,150,3.2
PROD-04362,Decoración BrandD Modelo 65,Hogar y Cocina,Decoración,BrandD,1015.63,261,4.4
PROD-04363,Muñecas BrandD Modelo 98,Juguetes,Muñecas,BrandD,769.7,110,3.3
PROD-04364,Electrodomésticos PremiumCorp Modelo 79,Hogar y Cocina,Electrodomésticos,PremiumCorp,507.78,221,4.6
PROD-04365,Limpieza BrandE Modelo 76,Automotriz,Limpieza,BrandE,162.79,148,3.5
PROD-04366,Decoración PremiumCorp Modelo 16,Hogar y Cocina,Decoración,PremiumCorp,573.84,99,3.8
PROD-04367,Zapatos BrandC Modelo 82,Ropa y Calzado,Zapatos,BrandC,1186.68,47,3.6
PROD-04368,Camping BrandB Modelo 31,Deportes,Camping,BrandB,195.87,23,4.6
PROD-04369,Chaqueta Essentials Modelo 27,Ropa y Calzado,Chaqueta,Essentials,1462.33,191,3.9
PROD-04370,Camping BrandC Modelo 38,Deportes,Camping,BrandC,626.27,299,3.7
PROD-04371,Teléfonos BrandB Modelo 89,Electrónica,Teléfonos,BrandB,153.9,290,4.6
PROD-04372,Utensilios BrandC Modelo 33,Hogar y Cocina,Utensilios,BrandC,1152.65,327,3.8
PROD-04373,Teléfonos BrandD Modelo 95,Electrónica,Teléfonos,BrandD,1482.62,242,4.3
PROD-04374,Muñecas BrandE Modelo 27,Juguetes,Muñecas,BrandE,1456.38,86,4.1
PROD-04375,Ficción BrandC Modelo 14,Libros,Ficción,BrandC,713.02,54,3.4
PROD-04376,Accesorios BrandF Modelo 98,Electrónica,Accesorios,BrandF,890.39,81,3.1
PROD-04377,Chaqueta Essentials Modelo 53,Ropa y Calzado,Chaqueta,Essentials,951.35,285,4.8
PROD-04378,Utensilios BrandE Modelo 23,Hogar y Cocina,Utensilios,BrandE,1410.15,264,4.5
PROD-04379,Juegos de Mesa BrandB Modelo 90,Juguetes,Juegos de Mesa,BrandB,911.58,254,4.6
PROD-04380,Accesorios Auto BrandD Modelo 11,Automotriz,Accesorios Auto,BrandD,459.39,158,3.0
PROD-04381,Ficción BrandA Modelo 48,Libros,Ficción,BrandA,1174.7,287,3.1
PROD-04382,Biografías BrandB Modelo 31,Libros,Biografías,BrandB,942.67,297,4.8
PROD-04383,Muñecas BrandE Modelo 58,Juguetes,Muñecas,BrandE,1334.29,142,4.6
PROD-04384,Camisas EcoLine Modelo 97,Ropa y Calzado,Camisas,EcoLine,1166.54,199,3.9
PROD-04385,Cabello BrandE Modelo 35,Belleza y Cuidado Personal,Cabello,BrandE,207.82,23,4.5
PROD-04386,Muñecas BrandC Modelo 84,Juguetes,Muñecas,BrandC,824.13,162,4.6
PROD-04387,Electrodomésticos BrandD Modelo 85,Hogar y Cocina,Electrodomésticos,BrandD,249.02,223,3.9
PROD-04388,Pantalones BrandC Modelo 79,Ropa y Calzado,Pantalones,BrandC,489.84,276,4.4
PROD-04389,Camping BrandD Modelo 56,Deportes,Camping,BrandD,310.25,202,4.2
PROD-04390,Ciencia BrandC Modelo 58,Libros,Ciencia,BrandC,126.32,34,3.2
PROD-04391,Running Essentials Modelo 29,Deportes,Running,Essentials,454.93,66,3.8
PROD-04392,Laptops BrandE Modelo 57,Electrónica,Laptops,BrandE,913.33,308,5.0
PROD-04393,Limpieza PremiumCorp Modelo 82,Automotriz,Limpieza,PremiumCorp,341.45,181,4.0
PROD-04394,Ficción BrandC Modelo 46,Libros,Ficción,BrandC,1157.18,293,4.5
PROD-04395,Ficción PremiumCorp Modelo 61,Libros,Ficción,PremiumCorp,421.16,230,4.4
PROD-04396,Decoración BrandF Modelo 29,Hogar y Cocina,Decoración,BrandF,959.53,99,3.0
PROD-04397,Juegos de Mesa BrandB Modelo 37,Juguetes,Juegos de Mesa,BrandB,190.61,306,4.0
